"year","quarter","Cell","Total_Catch"
61,1,"4",433634.824576604
61,2,"1",122734.666078662
61,2,"2",13362.9020712206
61,2,"3",9704.2815271137
61,2,"4",112239.89493814
61,3,"1",31786.7260377581
61,3,"2",8937.72231378323
61,3,"3",29809.0623702267
61,3,"4",35333.2409969305
61,4,"1",60566.4332073358
61,4,"2",45266.820966598
61,4,"3",5668.17515272254
61,4,"4",26533.1970703664
62,1,"1",69151.8275672918
62,1,"2",43120.4262373069
62,1,"3",6057.76002972986
62,1,"4",127628.001721286
62,2,"1",72041.6654084337
62,2,"2",16288.2663930064
62,2,"3",52059.7720074613
62,2,"4",77029.0898408359
62,3,"1",10001.9288710818
62,3,"2",10294.6355367152
62,3,"3",198860.591332709
62,3,"4",48675.4667450344
62,4,"1",53557.2493693346
62,4,"2",59223.4738451451
62,4,"3",6806.33786990561
62,4,"4",350290.415512395
63,1,"1",84991.6793010596
63,1,"2",51533.8477119252
63,1,"3",9004.84388129553
63,1,"4",251892.905031972
63,2,"1",76277.7378949171
63,2,"2",10519.8182191052
63,2,"3",12031.8595091288
63,2,"4",57274.3883327304
63,3,"1",8227.90469449077
63,3,"2",8806.64744408054
63,3,"3",13425.9047125616
63,3,"4",232827.892334311
63,4,"1",60687.455569223
63,4,"2",57708.143330116
63,4,"3",3632.36207057342
63,4,"4",264318.267007002
64,1,"1",88871.3393741202
64,1,"2",53741.9739302618
64,1,"3",7347.87641574714
64,1,"4",417266.924431435
64,2,"1",90716.7988346198
64,2,"2",7525.48194985247
64,2,"3",68138.4246332751
64,2,"4",85479.9888875523
64,3,"1",25329.0932302362
64,3,"2",8519.35102659336
64,3,"3",150051.526399349
64,3,"4",83876.5129920659
64,4,"1",86840.7456281929
64,4,"2",42065.0195250535
64,4,"3",7834.2075173532
64,4,"4",85737.0289062768
